IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP2;IP_PROP3;IP_PROP4;IP_PROP5;IP_PROP6;IP_PROP7;IP_PROP8;IP_PROP9;IP_PROP10;IP_PROP11;IP_PROP12;IP_PROP15;IP_PROP13;IP_PROP16;IP_PROP25;IP_PROP14;IP_PROP18;IP_PROP17;IC_GROUP0;IC_GROUP1;IC_GROUP2
475;Домашние Тапочки Любимый Спорт;30;Y;;;;;text;/upload/iblock/823/js1npsqt1sjh6jli17s0vhwhg1r40fin.jpg;"Замечательные тапочки согреют и обеспечат комфорт при носке. Изделие с закругленным мыском декорировано отстрочкой и нашивкой с изображением фирменного логотипа. Практичный вариант на каждый день.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Без каблука</li>

							<li><b>Высота платформы:</b> Низкая, 1.5 см</li>

							<li><b>Материал верха:</b> Текстиль</li>

							<li><b>Материал подкладки:</b> Текстиль</li>

							<li><b>Материал подошвы:</b> Полимер</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Мужской</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;slippers-favorite-sport;500;;;;;;;;;174-16-xx;"Россия ""Молодая семья""";текстиль/полимер;;;/upload/iblock/a76/nrz51pjdagqm77k8zrnl3whovxpn3h8r.jpg;;;;;;Обувь;Тапочки;
475;Домашние Тапочки Любимый Спорт;30;Y;;;;;text;/upload/iblock/823/js1npsqt1sjh6jli17s0vhwhg1r40fin.jpg;"Замечательные тапочки согреют и обеспечат комфорт при носке. Изделие с закругленным мыском декорировано отстрочкой и нашивкой с изображением фирменного логотипа. Практичный вариант на каждый день.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Без каблука</li>

							<li><b>Высота платформы:</b> Низкая, 1.5 см</li>

							<li><b>Материал верха:</b> Текстиль</li>

							<li><b>Материал подкладки:</b> Текстиль</li>

							<li><b>Материал подошвы:</b> Полимер</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Мужской</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;slippers-favorite-sport;500;;;;;;;;;174-16-xx;"Россия ""Молодая семья""";текстиль/полимер;;;/upload/iblock/823/js1npsqt1sjh6jli17s0vhwhg1r40fin.jpg;;;;;;Обувь;Тапочки;
475;Домашние Тапочки Любимый Спорт;30;Y;;;;;text;/upload/iblock/823/js1npsqt1sjh6jli17s0vhwhg1r40fin.jpg;"Замечательные тапочки согреют и обеспечат комфорт при носке. Изделие с закругленным мыском декорировано отстрочкой и нашивкой с изображением фирменного логотипа. Практичный вариант на каждый день.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Без каблука</li>

							<li><b>Высота платформы:</b> Низкая, 1.5 см</li>

							<li><b>Материал верха:</b> Текстиль</li>

							<li><b>Материал подкладки:</b> Текстиль</li>

							<li><b>Материал подошвы:</b> Полимер</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Мужской</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;slippers-favorite-sport;500;;;;;;;;;174-16-xx;"Россия ""Молодая семья""";текстиль/полимер;;;/upload/iblock/9ca/lon03v2q5hywkj0no7hudq9js7sqjhyp.jpg;;;;;;Обувь;Тапочки;
475;Домашние Тапочки Любимый Спорт;30;Y;;;;;text;/upload/iblock/823/js1npsqt1sjh6jli17s0vhwhg1r40fin.jpg;"Замечательные тапочки согреют и обеспечат комфорт при носке. Изделие с закругленным мыском декорировано отстрочкой и нашивкой с изображением фирменного логотипа. Практичный вариант на каждый день.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Без каблука</li>

							<li><b>Высота платформы:</b> Низкая, 1.5 см</li>

							<li><b>Материал верха:</b> Текстиль</li>

							<li><b>Материал подкладки:</b> Текстиль</li>

							<li><b>Материал подошвы:</b> Полимер</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Мужской</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;slippers-favorite-sport;500;;;;;;;;;174-16-xx;"Россия ""Молодая семья""";текстиль/полимер;;;/upload/iblock/680/umb9ip5ciu6l8o093qfhdj9ojjx749ix.jpg;;;;;;Обувь;Тапочки;
475;Домашние Тапочки Любимый Спорт;30;Y;;;;;text;/upload/iblock/823/js1npsqt1sjh6jli17s0vhwhg1r40fin.jpg;"Замечательные тапочки согреют и обеспечат комфорт при носке. Изделие с закругленным мыском декорировано отстрочкой и нашивкой с изображением фирменного логотипа. Практичный вариант на каждый день.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Без каблука</li>

							<li><b>Высота платформы:</b> Низкая, 1.5 см</li>

							<li><b>Материал верха:</b> Текстиль</li>

							<li><b>Материал подкладки:</b> Текстиль</li>

							<li><b>Материал подошвы:</b> Полимер</li>

							<li><b>Сезон:</b> круглогодичный</li>

							<li><b>Пол: </b>Мужской</li>

							<li><b>Страна бренда: </b>Россия</li>

							<li><b>Страна производитель:</b> Россия</li>
							</ul>
							</div>
							</div>
						";html;slippers-favorite-sport;500;;;;;;;;;174-16-xx;"Россия ""Молодая семья""";текстиль/полимер;;;/upload/iblock/3fc/tts0dpfc3jm9yo1j069phrwcej2rliwi.jpg;;;;;;Обувь;Тапочки;
493;Туфли Вечерняя Бабочка;32;Y;;;;;text;/upload/iblock/20a/knrn7axzerwahs3p57t01gqjj782b97d.jpg;"							<div>Эффектные туфли на высоком каблуке помогут Вам создать яркий запоминающийся образ. Подкладка изготовлена из натуральной кожи, подошва выполнена из тунита. Модель оформлена декоративными ремешками и прострочкой.</div>

							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 11.3 см</li>

							<li><b>Высота платформы:</b> Низкая, 1.6 см</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Страна бренда:</b> Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-evening-butterfly;470;;;;;;;;;174-18-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/be8/8ua0fkthu8aqek9xmnkeoj6s9a23j4iy.jpg;;;;;;Обувь;Туфли; Туфли Женские
493;Туфли Вечерняя Бабочка;32;Y;;;;;text;/upload/iblock/20a/knrn7axzerwahs3p57t01gqjj782b97d.jpg;"							<div>Эффектные туфли на высоком каблуке помогут Вам создать яркий запоминающийся образ. Подкладка изготовлена из натуральной кожи, подошва выполнена из тунита. Модель оформлена декоративными ремешками и прострочкой.</div>

							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 11.3 см</li>

							<li><b>Высота платформы:</b> Низкая, 1.6 см</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Страна бренда:</b> Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-evening-butterfly;470;;;;;;;;;174-18-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/d8e/u7hj0gjd20lam8piphwgqfsj0bmt4zut.jpg;;;;;;Обувь;Туфли; Туфли Женские
493;Туфли Вечерняя Бабочка;32;Y;;;;;text;/upload/iblock/20a/knrn7axzerwahs3p57t01gqjj782b97d.jpg;"							<div>Эффектные туфли на высоком каблуке помогут Вам создать яркий запоминающийся образ. Подкладка изготовлена из натуральной кожи, подошва выполнена из тунита. Модель оформлена декоративными ремешками и прострочкой.</div>

							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 11.3 см</li>

							<li><b>Высота платформы:</b> Низкая, 1.6 см</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Страна бренда:</b> Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-evening-butterfly;470;;;;;;;;;174-18-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/bca/i1z9aszewhli6ceetawufoqg9q3tyu9d.jpg;;;;;;Обувь;Туфли; Туфли Женские
493;Туфли Вечерняя Бабочка;32;Y;;;;;text;/upload/iblock/20a/knrn7axzerwahs3p57t01gqjj782b97d.jpg;"							<div>Эффектные туфли на высоком каблуке помогут Вам создать яркий запоминающийся образ. Подкладка изготовлена из натуральной кожи, подошва выполнена из тунита. Модель оформлена декоративными ремешками и прострочкой.</div>

							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 11.3 см</li>

							<li><b>Высота платформы:</b> Низкая, 1.6 см</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Страна бренда:</b> Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-evening-butterfly;470;;;;;;;;;174-18-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/37f/s2is4g712bw6ure37evym24l3cscnmjw.jpg;;;;;;Обувь;Туфли; Туфли Женские
493;Туфли Вечерняя Бабочка;32;Y;;;;;text;/upload/iblock/20a/knrn7axzerwahs3p57t01gqjj782b97d.jpg;"							<div>Эффектные туфли на высоком каблуке помогут Вам создать яркий запоминающийся образ. Подкладка изготовлена из натуральной кожи, подошва выполнена из тунита. Модель оформлена декоративными ремешками и прострочкой.</div>

							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 11.3 см</li>

							<li><b>Высота платформы:</b> Низкая, 1.6 см</li>

							<li><b>По назначению:</b> Повседневные</li>

							<li><b>Сезон:</b> демисезон</li>

							<li><b>Пол:</b> Женский</li>

							<li><b>Страна бренда:</b> Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-evening-butterfly;470;;;;;;;;;174-18-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/20a/knrn7axzerwahs3p57t01gqjj782b97d.jpg;;;;;;Обувь;Туфли; Туфли Женские
511;Туфли Полет Валькирии;34;Y;;;;;text;/upload/iblock/37b/kaddg1omm9v6dj5hk3lki2o4t01cnveq.jpg;"Превосходные туфли с открытым мыском. Высокий каблук компенсирован широким передом. Модель выполнена из натуральной кожи с лаковым покрытием. Прекрасный вариант для создания женственного образа.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 14.0 см</li>

							<li><b>Высота платформы:</b> Низкая, 4.5 см</li>

							<li><b>Материал верха:</b> Кожа</li>

							<li><b>Материал подошвы:</b> Искусственный материал</li>

							<li><b>Материал подкладки:</b> Кожа</li>

							<li><b>Сезон:</b> лето</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-flight-of-the-valkyries;500;;;;;;;;;174-20-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/dc8/2pz6jfky9ui7ixk5bsk2m0wwtz3beon8.jpg;;;;;;Обувь;Туфли; Туфли Женские
511;Туфли Полет Валькирии;34;Y;;;;;text;/upload/iblock/37b/kaddg1omm9v6dj5hk3lki2o4t01cnveq.jpg;"Превосходные туфли с открытым мыском. Высокий каблук компенсирован широким передом. Модель выполнена из натуральной кожи с лаковым покрытием. Прекрасный вариант для создания женственного образа.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 14.0 см</li>

							<li><b>Высота платформы:</b> Низкая, 4.5 см</li>

							<li><b>Материал верха:</b> Кожа</li>

							<li><b>Материал подошвы:</b> Искусственный материал</li>

							<li><b>Материал подкладки:</b> Кожа</li>

							<li><b>Сезон:</b> лето</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-flight-of-the-valkyries;500;;;;;;;;;174-20-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/792/dr3o3kxhc84lvq3d7ooeav0wz9sa75vc.jpg;;;;;;Обувь;Туфли; Туфли Женские
511;Туфли Полет Валькирии;34;Y;;;;;text;/upload/iblock/37b/kaddg1omm9v6dj5hk3lki2o4t01cnveq.jpg;"Превосходные туфли с открытым мыском. Высокий каблук компенсирован широким передом. Модель выполнена из натуральной кожи с лаковым покрытием. Прекрасный вариант для создания женственного образа.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 14.0 см</li>

							<li><b>Высота платформы:</b> Низкая, 4.5 см</li>

							<li><b>Материал верха:</b> Кожа</li>

							<li><b>Материал подошвы:</b> Искусственный материал</li>

							<li><b>Материал подкладки:</b> Кожа</li>

							<li><b>Сезон:</b> лето</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-flight-of-the-valkyries;500;;;;;;;;;174-20-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/9dc/s6u6rlep9x9ae6nsw55086uxot75cq9k.jpg;;;;;;Обувь;Туфли; Туфли Женские
511;Туфли Полет Валькирии;34;Y;;;;;text;/upload/iblock/37b/kaddg1omm9v6dj5hk3lki2o4t01cnveq.jpg;"Превосходные туфли с открытым мыском. Высокий каблук компенсирован широким передом. Модель выполнена из натуральной кожи с лаковым покрытием. Прекрасный вариант для создания женственного образа.
							<div>
							<br />
							</div>

							<div>
							<div><b>Дополнительное описание:</b></div>

							<div>
							<ul>
							<li><b>Высота каблука:</b> Высокий, 14.0 см</li>

							<li><b>Высота платформы:</b> Низкая, 4.5 см</li>

							<li><b>Материал верха:</b> Кожа</li>

							<li><b>Материал подошвы:</b> Искусственный материал</li>

							<li><b>Материал подкладки:</b> Кожа</li>

							<li><b>Сезон:</b> лето</li>

							<li><b>Пол: </b>Женский</li>

							<li><b>Страна бренда: </b>Китай</li>

							<li><b>Страна производитель:</b> Китай</li>
							</ul>
							</div>
							</div>
						";html;shoes-flight-of-the-valkyries;500;;;;;;;;;174-20-xx;"Китай ""Гун Джой Ли""";искусственные материалы;;;/upload/iblock/37b/kaddg1omm9v6dj5hk3lki2o4t01cnveq.jpg;;;;;;Обувь;Туфли; Туфли Женские
